GEOID,NAME,total_pop,black_pop,pct_black,median_income,poverty_rate,low_income,nearest_store_km,store_count_5km,service_area_pct,beauty_access_score,underserved_index,hotspot_flag,hotspot_cluster
17031030101,Census Tract 301.01; Cook County; Illinois,3517,910,25.874324708558433,50696.0,20.50042649985783,False,2.0119264741566134,55,99.99999999999999,15.638328120557293,0.2664,False,-1
17031030701,Census Tract 307.01; Cook County; Illinois,1509,544,36.05036447978794,47614.0,26.218611521418023,False,1.0464995490757225,55,99.99999999999997,36.447978793903246,0.3017,False,-1
17031070103,Census Tract 701.03; Cook County; Illinois,1439,107,7.4357192494788045,78125.0,15.149409312022238,False,0.6740490722899436,57,100.0,39.61084086170952,0.1458,False,-1
17031807400,Census Tract 8074; Cook County; Illinois,6960,1068,15.344827586206897,91926.0,7.485632183908046,False,2.9102782539953136,32,100.0,4.597701149425287,0.196,False,-1
17031807500,Census Tract 8075; Cook County; Illinois,3325,202,6.075187969924812,141411.0,2.2556390977443606,False,2.3403750172294977,32,99.99999999999997,9.62406015037594,0.1341,False,-1
17031807700,Census Tract 8077; Cook County; Illinois,6151,676,10.990082913347424,66984.0,19.482842738656693,False,1.4855123691385834,32,99.99999999999996,5.202406112827182,0.2106,False,-1
17031807900,Census Tract 8079; Cook County; Illinois,4345,260,5.983889528193326,108351.0,4.997696913864578,False,1.5840198586191994,40,99.99999999999999,9.205983889528193,0.1394,False,-1
17031808001,Census Tract 8080.01; Cook County; Illinois,3584,44,1.2276785714285714,93958.0,4.213169642857143,False,1.7640421363166694,37,100.0,10.323660714285714,0.1176,False,-1
17031808002,Census Tract 8080.02; Cook County; Illinois,5339,162,3.034276081663233,87460.0,6.5063919099408505,False,0.650867156034457,38,99.99999999999993,7.117437722419928,0.1299,False,-1
17031808302,Census Tract 8083.02; Cook County; Illinois,4707,97,2.060760569364776,74539.0,13.53833013025838,False,2.021139579697352,24,99.99999999999987,5.098789037603569,0.158,False,-1
17031770602,Census Tract 7706.02; Cook County; Illinois,4586,50,1.0902747492368077,80568.0,14.737320900614053,False,3.9818335936523432,11,100.0,2.398604448320977,0.1703,False,-1
17031820606,Census Tract 8206.06; Cook County; Illinois,3975,120,3.018867924528302,96304.0,13.886792452830187,False,5.059440030385834,17,100.0,4.276729559748428,0.1788,False,-1
17031820604,Census Tract 8206.04; Cook County; Illinois,3546,3,0.08460236886632826,47577.0,26.14213197969543,False,5.121686486552924,23,100.0,6.486181613085167,0.2058,False,-1
17031824116,Census Tract 8241.16; Cook County; Illinois,5365,317,5.908667287977633,74060.0,7.548928238583411,False,9.949892158328494,2,100.0,0.3727865796831314,0.1973,False,-1
17031823806,Census Tract 8238.06; Cook County; Illinois,4203,185,4.4016178919819176,60241.0,11.39662146086129,False,1.7751041586203966,11,100.0,2.6171782060433024,0.1614,False,-1
17031831900,Census Tract 8319; Cook County; Illinois,3074,70,2.277163305139883,125139.0,13.98828887443071,False,1.7150182820495419,62,99.99999999999997,20.169160702667533,0.1447,False,-1
17031832600,Census Tract 8326; Cook County; Illinois,4348,40,0.9199632014719411,201563.0,3.012879484820607,False,0.30950201465350147,63,99.99999999999996,14.489420423183073,0.1013,False,-1
17031836900,Census Tract 8369; Cook County; Illinois,1994,1833,91.92577733199599,25650.0,75.57673019057172,True,1.6038497885129055,70,100.0,35.10531594784353,0.8425,True,0
17031841200,Census Tract 8412; Cook County; Illinois,4414,110,2.492070684186679,60498.0,12.867228421771806,False,0.5722777841925832,65,100.0,14.725872224739465,0.1413,False,-1
17031839500,Census Tract 8395; Cook County; Illinois,1804,970,53.769401330376944,,17.329376854599406,False,2.513119746212056,53,100.0,29.379157427937916,0.3571,False,-1
17031835800,Census Tract 8358; Cook County; Illinois,1852,1642,88.66090712742981,79868.0,17.71058315334773,False,2.2183679521571436,53,99.99999999999996,28.617710583153347,0.4971,True,0
17031838800,Census Tract 8388; Cook County; Illinois,3225,2044,63.37984496124031,29120.0,37.07514811350172,True,7.077740099612435,7,100.0,2.1705426356589146,0.6589,True,0
17031842300,Census Tract 8423; Cook County; Illinois,3672,525,14.297385620915032,167407.0,10.729847494553377,False,0.9950254103877505,65,99.99999999999972,17.70152505446623,0.1808,False,-1
17031841900,Census Tract 8419; Cook County; Illinois,5983,913,15.259903058666222,131803.0,16.565481352992194,False,0.054002854862333666,60,100.0,10.028413839211098,0.2064,False,-1
17031843200,Census Tract 8432; Cook County; Illinois,2348,157,6.686541737649063,66172.0,17.89069171648164,False,1.1618327995542137,64,99.99999999999997,27.2572402044293,0.1659,False,-1
17031843400,Census Tract 8434; Cook County; Illinois,1209,686,56.74110835401158,32404.0,22.167080231596362,True,0.7390191660651138,66,100.0,54.59057071960298,0.5025,True,0
17031842600,Census Tract 8426; Cook County; Illinois,4540,320,7.048458149779736,90521.0,19.229074889867842,False,2.521090318921292,58,99.99999999999997,12.77533039647577,0.1921,False,-1
17031301803,Census Tract 3018.03; Cook County; Illinois,3168,0,0.0,36020.0,13.98358585858586,True,1.520029171681179,63,99.99999999999997,19.886363636363637,0.2849,False,-1
17031320101,Census Tract 3201.01; Cook County; Illinois,8705,485,5.571510626076967,119616.0,3.601426763318375,False,0.8586404332346151,53,100.0,6.0884549109707065,0.1325,False,-1
17031330103,Census Tract 3301.03; Cook County; Illinois,8471,2462,29.06386495100933,125175.0,10.75644423030595,False,0.8944892870900361,56,100.0,6.610789753275882,0.2498,False,-1
17031380600,Census Tract 3806; Cook County; Illinois,4025,3383,84.04968944099379,25455.0,37.6629889669007,True,2.7694537524132166,54,99.99999999999997,13.416149068322982,0.7117,True,0
17031330102,Census Tract 3301.02; Cook County; Illinois,9617,2569,26.713112197150878,112762.0,2.1732348965373816,False,0.8675392736786208,54,99.99999999999997,5.61505667047936,0.2128,False,-1
17031330101,Census Tract 3301.01; Cook County; Illinois,5011,145,2.893634005188585,177254.0,5.767311913789663,False,1.8556181457907248,55,100.0,10.975853123129115,0.1293,False,-1
17031460800,Census Tract 4608; Cook County; Illinois,4376,2783,63.59689213893967,32654.0,42.801107521919704,True,3.750186407303919,8,99.99999999999987,1.8281535648994516,0.6626,True,0
17031820203,Census Tract 8202.03; Cook County; Illinois,3696,0,0.0,136694.0,2.1103896103896105,False,2.1781269245976693,8,100.0,2.1645021645021645,0.1155,False,-1
