GEOID,NAME,total_pop,black_pop,pct_black,median_income,poverty_rate,low_income,nearest_store_km,store_count_5km,service_area_pct,beauty_access_score,underserved_index,hotspot_flag,hotspot_cluster
37081016306,Census Tract 163.06; Guilford County; North Carolina,5516,1610,29.187817258883246,65705.0,11.557695869605482,False,7.34581590374675,5,99.99999999999996,0.9064539521392314,0.3114,False,-1
37081016405,Census Tract 164.05; Guilford County; North Carolina,1548,1042,67.31266149870801,47571.0,12.661498708010335,False,2.4061380458927015,19,100.0,12.27390180878553,0.393,False,-1
37081016408,Census Tract 164.08; Guilford County; North Carolina,1929,21,1.088646967340591,119900.0,0.6299212598425197,False,4.5452357358323185,10,100.0,5.184033177812338,0.0972,False,-1
37081980100,Census Tract 9801; Guilford County; North Carolina,0,0,0.0,,,False,5.264598071113548,18,100.0,0.0,0.1244,False,-1
37081016600,Census Tract 166; Guilford County; North Carolina,2241,97,4.328424810352521,45375.0,16.733601070950467,False,11.087606508598858,0,41.742745792649714,0.0,0.2479,False,-1
37081017000,Census Tract 170; Guilford County; North Carolina,4684,108,2.305721605465414,77405.0,7.776116214484084,False,17.927394307056986,0,0.24332075208665732,0.0,0.2338,False,-1
37081010100,Census Tract 101; Guilford County; North Carolina,1719,1074,62.478184991274,46833.0,23.56020942408377,False,1.6602923093169166,20,100.0,11.634671320535194,0.42,False,-1
37081010403,Census Tract 104.03; Guilford County; North Carolina,1386,241,17.38816738816739,57955.0,12.362030905077264,False,0.5824069079310397,23,100.0,16.594516594516595,0.1333,False,-1
37081010500,Census Tract 105; Guilford County; North Carolina,2267,325,14.336127040141156,70294.0,10.633584404076208,False,1.2002913554234955,24,99.99999999999994,10.586678429642701,0.1513,False,-1
37081010701,Census Tract 107.01; Guilford County; North Carolina,1757,198,11.26920887877063,69514.0,13.110539845758353,False,1.9511352210784474,24,100.0,13.659647125782584,0.1339,False,-1
37081010702,Census Tract 107.02; Guilford County; North Carolina,6486,2420,37.311131668208446,33370.0,36.41304347826087,True,1.7402717653001132,24,99.99999999999997,3.700277520814061,0.5629,True,0
37081011000,Census Tract 110; Guilford County; North Carolina,5403,3956,73.21858226910976,24714.0,50.90909090909091,True,0.958261511539164,20,99.99999999999997,3.7016472330186936,0.7839,True,0
37081011101,Census Tract 111.01; Guilford County; North Carolina,3921,3003,76.58760520275439,32123.0,34.86639260020555,True,2.659309001032596,18,100.0,4.590665646518746,0.7308,True,0
37081011400,Census Tract 114; Guilford County; North Carolina,5449,4878,89.52101302991375,29032.0,56.184137548530224,True,0.7126409837522564,24,100.0,4.404477885850614,0.8747,True,0
37081011602,Census Tract 116.02; Guilford County; North Carolina,2657,715,26.910048927361686,41755.0,22.54901960784314,False,0.8009883426940565,24,100.0,9.03274369589763,0.2678,False,-1
37081015301,Census Tract 153.01; Guilford County; North Carolina,5339,1511,28.30117999625398,100313.0,4.488636363636363,False,13.237838634112084,0,14.349908357485289,0.0,0.3114,False,-1
37081015602,Census Tract 156.02; Guilford County; North Carolina,6285,1265,20.12728719172633,105945.0,4.487587523870147,False,14.626794541693323,0,6.174467836704514,0.0,0.282,False,-1
37081015601,Census Tract 156.01; Guilford County; North Carolina,4991,73,1.4626327389300742,152788.0,2.664796633941094,False,9.680193592765532,1,62.9088072246454,0.2003606491685033,0.1641,False,-1
37081012621,Census Tract 126.21; Guilford County; North Carolina,4705,1615,34.32518597236982,38209.0,17.959617428267798,True,1.3283385643285928,23,99.99999999999986,4.888416578108395,0.4582,False,-1
37081012619,Census Tract 126.19; Guilford County; North Carolina,3793,2302,60.690746111257575,46899.0,20.02129925452609,False,0.6859129141183844,24,99.99999999999997,6.327445293962563,0.4232,False,-1
37081012618,Census Tract 126.18; Guilford County; North Carolina,4187,2574,61.47599713398615,34562.0,30.65364387678437,True,1.316701034102039,24,100.0,5.732027704800574,0.6309,True,0
37081015302,Census Tract 153.02; Guilford County; North Carolina,4302,1792,41.65504416550442,49534.0,23.175267317526732,False,9.914426462095577,2,66.24677557053766,0.46490004649000466,0.4345,False,-1
37081011202,Census Tract 112.02; Guilford County; North Carolina,3045,2524,82.88998357963875,29436.0,41.23847167325428,True,1.1324128434426424,19,99.99999999999994,6.239737274220032,0.7696,True,0
37081017101,Census Tract 171.01; Guilford County; North Carolina,5468,711,13.002926115581564,110729.0,4.754937820043892,False,9.175487201935141,1,82.22176293995616,0.182882223847842,0.2225,False,-1
37081017102,Census Tract 171.02; Guilford County; North Carolina,2197,362,16.477014110150204,100375.0,1.4129443938012762,False,5.511347360427671,8,99.99999999999997,3.6413290851160673,0.1836,False,-1
37081011201,Census Tract 112.01; Guilford County; North Carolina,3200,2175,67.96875,37966.0,43.77440347071583,True,1.0891416720676987,20,99.99999999999997,6.25,0.714,True,0
37081012620,Census Tract 126.20; Guilford County; North Carolina,3685,2119,57.5033921302578,38816.0,15.386702849389417,True,0.970814760857552,23,100.0,6.241519674355495,0.5404,True,0
37081011300,Census Tract 113; Guilford County; North Carolina,3424,2534,74.0070093457944,48029.0,28.57142857142857,False,1.8423263282436528,19,99.99999999999997,5.549065420560748,0.5314,True,0
37081011500,Census Tract 115; Guilford County; North Carolina,2790,1459,52.29390681003584,35220.0,46.37568199532346,True,0.6630090988120654,24,100.0,8.602150537634408,0.6392,True,0
37081012504,Census Tract 125.04; Guilford County; North Carolina,3604,2144,59.48945615982242,48900.0,27.488814317673377,False,0.59653196597498,24,100.0,6.659267480577136,0.4487,False,-1
37081012505,Census Tract 125.05; Guilford County; North Carolina,4067,66,1.622817801819523,129167.0,1.0081140890090976,False,1.372010433572721,24,100.0,5.9011556429800835,0.0808,False,-1
37081012610,Census Tract 126.10; Guilford County; North Carolina,3117,1231,39.49310234199551,54450.0,9.30381777350016,False,0.7816058200172348,23,100.0,7.378889958293231,0.275,False,-1
37081012612,Census Tract 126.12; Guilford County; North Carolina,6071,4074,67.10591335859002,49607.0,27.64499415009193,False,2.298705739753531,22,100.0,3.6237852083676496,0.5103,True,0
37081012707,Census Tract 127.07; Guilford County; North Carolina,2647,1823,68.87041934265206,23750.0,36.992024306874285,True,2.6841470341442477,17,100.0,6.422364941443143,0.6949,True,0
37081013601,Census Tract 136.01; Guilford County; North Carolina,3840,1128,29.375,37049.0,23.165137614678898,True,11.986010168152092,0,2.392204162584317,0.0,0.543,True,1
37081013800,Census Tract 138; Guilford County; North Carolina,4519,2882,63.77517149811906,37271.0,38.734120793403164,True,12.345773971718886,0,9.69288242546604,0.0,0.7678,True,1
37081014406,Census Tract 144.06; Guilford County; North Carolina,2899,1780,61.400482925146605,72870.0,12.167300380228136,False,9.735697838880196,4,89.55100284525498,1.3797861331493617,0.4674,True,1
37081014503,Census Tract 145.03; Guilford County; North Carolina,3181,1649,51.839044325683744,39135.0,27.97862307450487,True,11.888053651818037,0,13.444439386311835,0.0,0.6643,True,1
37081012511,Census Tract 125.11; Guilford County; North Carolina,4834,86,1.7790649565577161,154464.0,2.15142738932561,False,1.8409963589606915,23,100.0,4.757964418700869,0.0958,False,-1
37081016503,Census Tract 165.03; Guilford County; North Carolina,6219,2066,33.22077504421933,67410.0,7.268049525647211,False,0.9453151814694535,23,100.0,3.698343785174465,0.2609,False,-1
37081015703,Census Tract 157.03; Guilford County; North Carolina,5690,907,15.9402460456942,71364.0,10.931541674232795,False,3.1013810945819826,17,99.99999999999999,2.987697715289982,0.2153,False,-1
37081016101,Census Tract 161.01; Guilford County; North Carolina,5162,605,11.720263463773732,57500.0,13.432098765432098,False,1.776325630170493,23,99.99999999999986,4.455637349864394,0.1919,False,-1
37081016505,Census Tract 165.05; Guilford County; North Carolina,4961,1649,33.23926627696029,74456.0,5.341664986897803,False,3.2811818635888046,19,100.0,3.829873009473896,0.2635,False,-1
37081014411,Census Tract 144.11; Guilford County; North Carolina,5745,3189,55.50913838120104,41915.0,6.226415094339623,False,10.715900830329348,4,67.41280806909892,0.6962576153176675,0.4237,False,-1
37081015707,Census Tract 157.07; Guilford County; North Carolina,5216,883,16.928680981595093,87356.0,7.405270244277745,False,3.4191098665631543,16,99.99999999999993,3.067484662576687,0.2051,False,-1
37081016005,Census Tract 160.05; Guilford County; North Carolina,2089,47,2.2498803255146003,118105.0,10.599520383693045,False,3.8096808184101913,12,99.99999999999976,5.744375299186213,0.1396,False,-1
37081016103,Census Tract 161.03; Guilford County; North Carolina,5553,2197,39.564199531784624,53409.0,11.300054854635217,False,1.6101878467770943,23,99.99999999999996,4.141905276427157,0.3079,False,-1
37081014409,Census Tract 144.09; Guilford County; North Carolina,2940,426,14.489795918367346,55114.0,16.208695652173912,False,12.05808892732382,0,3.092420358089501,0.0,0.2959,False,-1
37081016303,Census Tract 163.03; Guilford County; North Carolina,3247,376,11.579919926085617,80660.0,3.061224489795918,False,11.601769729954261,0,19.510997728998984,0.0,0.2221,False,-1
37081016304,Census Tract 163.04; Guilford County; North Carolina,4011,403,10.047369733233607,98839.0,3.989030167040638,False,9.55425270512559,4,100.0,0.9972575417601596,0.2029,False,-1
37081012510,Census Tract 125.10; Guilford County; North Carolina,3508,288,8.209806157354619,125766.0,3.804347826086957,False,1.9270621189661241,23,99.99999999999997,6.556442417331813,0.1215,False,-1
37081014410,Census Tract 144.10; Guilford County; North Carolina,3640,1489,40.90659340659341,47872.0,24.302455357142858,False,11.506155755605985,0,38.0425944009229,0.0,0.4471,False,-1
37081015704,Census Tract 157.04; Guilford County; North Carolina,6298,1243,19.736424261670372,67398.0,9.140562248995984,False,2.428698174218333,13,100.0,2.06414734836456,0.2264,False,-1
37081015705,Census Tract 157.05; Guilford County; North Carolina,2440,651,26.68032786885246,47917.0,9.593023255813954,False,1.7917062729264275,22,100.0,9.01639344262295,0.2143,False,-1
