GEOID,NAME,total_pop,black_pop,pct_black,median_income,poverty_rate,low_income,nearest_store_km,store_count_5km,service_area_pct,beauty_access_score,underserved_index,hotspot_flag,hotspot_cluster
37183053614,Census Tract 536.14; Wake County; North Carolina,2909,143,4.915778618081815,141071.0,3.162598831213476,False,12.03437903929601,4,100.0,1.3750429700928155,0.1945,False,-1
37183053609,Census Tract 536.09; Wake County; North Carolina,1699,311,18.304885226603883,90571.0,13.655091230135374,False,12.147312023817848,2,88.8270921363194,1.1771630370806356,0.3279,False,-1
37063002037,Census Tract 20.37; Durham County; North Carolina,6192,1836,29.651162790697676,87394.0,3.278423772609819,False,8.859937396097049,2,100.0,0.32299741602067183,0.3189,False,-1
37063002038,Census Tract 20.38; Durham County; North Carolina,6399,2513,39.27176121268948,92662.0,6.751054852320674,False,9.548284548050074,5,99.99999999999993,0.7813720893889671,0.3943,False,-1
37183053615,Census Tract 536.15; Wake County; North Carolina,4454,1816,40.7723394701392,102598.0,5.059590735327187,False,11.89202708564912,2,100.0,0.44903457566232596,0.4033,False,-1
37183053619,Census Tract 536.19; Wake County; North Carolina,622,157,25.241157556270092,81845.0,8.360128617363344,False,7.324688896958898,2,99.99999999999989,3.215434083601286,0.315,False,-1
37183053618,Census Tract 536.18; Wake County; North Carolina,4390,592,13.48519362186788,114615.0,4.4874715261958995,False,6.24785872649731,4,100.0,0.9111617312072894,0.2248,False,-1
37183053613,Census Tract 536.13; Wake County; North Carolina,4054,412,10.16280217069561,75924.0,5.772076961026147,False,13.261163290654755,3,83.19666384006892,0.7400098667982239,0.2438,False,-1
37063001301,Census Tract 13.01; Durham County; North Carolina,1876,1098,58.52878464818764,45446.0,16.52452025586354,False,3.205258048411807,6,99.99999999999999,3.1982942430703623,0.5271,True,0
37063002300,Census Tract 23; Durham County; North Carolina,2228,1129,50.67324955116697,60227.0,24.410312671420737,False,2.6209081539408987,6,99.99999999999997,2.6929982046678638,0.5256,True,0
37135010904,Census Tract 109.04; Orange County; North Carolina,3712,23,0.6196120689655172,93750.0,10.775862068965516,False,12.488363290775984,3,79.86464315101564,0.8081896551724138,0.2156,False,-1
37135010903,Census Tract 109.03; Orange County; North Carolina,2650,456,17.20754716981132,120313.0,1.5471698113207546,False,17.893599174162613,0,0.20494695112331063,0.0,0.2793,False,-1
37135011206,Census Tract 112.06; Orange County; North Carolina,3640,447,12.28021978021978,108158.0,8.708791208791208,False,3.6451124864077196,5,99.99999999999991,1.3736263736263736,0.2304,False,-1
37135012102,Census Tract 121.02; Orange County; North Carolina,1443,66,4.5738045738045745,127439.0,1.9404019404019404,False,5.115907386893287,4,100.0,2.772002772002772,0.1555,False,-1
37135012103,Census Tract 121.03; Orange County; North Carolina,2536,254,10.015772870662461,82813.0,5.007886435331231,False,5.854473014190468,4,100.0,1.5772870662460567,0.2065,False,-1
37135012101,Census Tract 121.01; Orange County; North Carolina,3730,978,26.21983914209115,75255.0,10.794979079497908,False,4.501678190519332,4,99.99999999999999,1.0723860589812333,0.323,False,-1
37063001002,Census Tract 10.02; Durham County; North Carolina,5501,1694,30.794401017996726,45032.0,32.66678785675332,False,1.77757466378045,6,100.0,1.0907107798582076,0.459,True,0
37063001100,Census Tract 11; Durham County; North Carolina,3191,1959,61.39141335004701,29556.0,32.37341772151899,True,1.8741400589833435,6,99.99999999999997,1.880288310874334,0.7766,True,0
37063001303,Census Tract 13.03; Durham County; North Carolina,4495,2735,60.84538375973304,49880.0,24.50300508552936,False,4.025469591147698,6,100.0,1.3348164627363737,0.5891,True,0
37063001304,Census Tract 13.04; Durham County; North Carolina,2426,1408,58.037922506183016,41125.0,27.231404958677686,False,4.3028299857778345,6,100.0,2.4732069249793898,0.5894,True,0
37063001400,Census Tract 14; Durham County; North Carolina,2984,2158,72.31903485254692,45752.0,34.95308310991957,False,3.3093325956435975,6,100.0,2.0107238605898123,0.7076,True,0
37063001501,Census Tract 15.01; Durham County; North Carolina,3304,641,19.400726392251816,,27.27272727272727,False,4.114940980245932,6,99.99999999999997,1.8159806295399517,0.3755,False,-1
37063001706,Census Tract 17.06; Durham County; North Carolina,5395,1534,28.433734939759038,61321.0,9.823911028730306,False,5.7719982472259765,6,100.0,1.1121408711770158,0.3352,False,-1
37063001708,Census Tract 17.08; Durham County; North Carolina,4947,3516,71.07337780473014,65481.0,12.896705073782092,False,6.011602593400627,3,99.99999999999999,0.6064281382656156,0.5895,True,0
37063002008,Census Tract 20.08; Durham County; North Carolina,3767,208,5.521635253517388,201458.0,0.8229360233607645,False,2.7580693344145044,6,99.99999999999989,1.5927794000530926,0.1449,False,-1
37063002013,Census Tract 20.13; Durham County; North Carolina,4948,1269,25.64672594987874,95399.0,6.345998383185125,False,2.825233011315351,5,100.0,1.0105092966855296,0.2877,False,-1
37063002015,Census Tract 20.15; Durham County; North Carolina,5044,935,18.536875495638384,52641.0,19.542994588093805,False,0.9367609849240293,6,99.99999999999982,1.189532117367169,0.3141,False,-1
37063000301,Census Tract 3.01; Durham County; North Carolina,2917,745,25.53993829276654,57096.0,15.262976968030252,False,2.8220503956072127,6,99.99999999999996,2.056907781967775,0.3365,False,-1
37135010802,Census Tract 108.02; Orange County; North Carolina,4599,306,6.653620352250488,103091.0,3.0006523157208087,False,23.616795033666207,0,0.0,0.0,0.2536,False,-1
37077970704,Census Tract 9707.04; Granville County; North Carolina,1019,393,38.56722276741904,,,False,14.8474317346967,0,22.645979523694123,0.0,0.3757,False,-1
37183053719,Census Tract 537.19; Wake County; North Carolina,4169,157,3.765891100983449,143000.0,1.8949388342528184,False,14.126695999666484,0,37.47556628387922,0.0,0.1908,False,-1
37063002029,Census Tract 20.29; Durham County; North Carolina,4146,652,15.726000964785335,74983.0,6.994693680656054,False,0.6899897362694847,5,99.99999999999993,1.20598166907863,0.2272,False,-1
37063001811,Census Tract 18.11; Durham County; North Carolina,6329,3681,58.16084689524411,90221.0,6.432748538011696,False,4.914694626387927,3,100.0,0.4740085321535788,0.4773,True,0
