GEOID,NAME,total_pop,black_pop,pct_black,median_income,poverty_rate,low_income,nearest_store_km,store_count_5km,service_area_pct,beauty_access_score,underserved_index,hotspot_flag,hotspot_cluster
17031030101,Census Tract 301.01; Cook County; Illinois,3517,910,25.874324708558433,50696.0,20.50042649985783,False,2.0119264741566134,6,99.99999999999999,1.705999431333523,0.2744,False,-1
17031030701,Census Tract 307.01; Cook County; Illinois,1509,544,36.05036447978794,47614.0,26.218611521418023,False,1.0464995490757225,6,99.99999999999997,3.976143141153081,0.3226,False,-1
17031070103,Census Tract 701.03; Cook County; Illinois,1439,107,7.4357192494788045,78125.0,15.149409312022238,False,0.6740490722899436,29,100.0,20.152883947185543,0.1186,False,-1
17031807400,Census Tract 8074; Cook County; Illinois,6960,1068,15.344827586206897,91926.0,7.485632183908046,False,4.351831885191482,2,97.25533556452002,0.28735632183908044,0.2039,False,-1
17031807500,Census Tract 8075; Cook County; Illinois,3325,202,6.075187969924812,141411.0,2.2556390977443606,False,3.9159317987394435,2,99.99999999999997,0.6015037593984962,0.1466,False,-1
17031807700,Census Tract 8077; Cook County; Illinois,6151,676,10.990082913347424,66984.0,19.482842738656693,False,4.497308449402986,2,84.26821661074123,0.3251503820516989,0.2267,False,-1
17031807900,Census Tract 8079; Cook County; Illinois,4345,260,5.983889528193326,108351.0,4.997696913864578,False,3.1677673516717912,3,99.99999999999999,0.6904487917146145,0.1518,False,-1
17031808001,Census Tract 8080.01; Cook County; Illinois,3584,44,1.2276785714285714,93958.0,4.213169642857143,False,2.3279798071820927,3,100.0,0.8370535714285714,0.1261,False,-1
17031808002,Census Tract 8080.02; Cook County; Illinois,5339,162,3.034276081663233,87460.0,6.5063919099408505,False,1.2861624995146637,4,99.99999999999993,0.7492039707810451,0.1366,False,-1
17031808302,Census Tract 8083.02; Cook County; Illinois,4707,97,2.060760569364776,74539.0,13.53833013025838,False,6.12517960811625,0,0.0,0.0,0.1794,False,-1
17031770602,Census Tract 7706.02; Cook County; Illinois,4586,50,1.0902747492368077,80568.0,14.737320900614053,False,3.9818335936523432,1,89.8503601278686,0.21805494984736154,0.1695,False,-1
17031820606,Census Tract 8206.06; Cook County; Illinois,3975,120,3.018867924528302,96304.0,13.886792452830187,False,10.908959543382265,0,0.0,0.0,0.2052,False,-1
